time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1691262415798269700,622.4072697753907,2614.0106965638697,1.2466707859291704,19.039476798189956,4.976895510311804,2592.6898805238307,268.73605783460374,4.739687345845946,3.3704452074491056,-73.82227902581732,2.76395601481213
1691262416798249700,623.4072497558594,2613.622177957557,1.2543022450770813,17.941853134636666,4.97690198383498,2592.301361917518,274.99011271736197,4.74006050365334,3.3699203929016597,-73.82230648360043,2.9372735796416243
1691262417798229000,624.4072290039062,2613.441907965578,1.2594807208961023,17.755431985482446,4.976904583081373,2592.121091925539,275.0328890589461,4.738794426118826,3.3717005234412465,-73.82233251597292,2.981657178925817
1691262418798209000,625.407208984375,2613.7887365063652,1.2509074399092397,17.7708365233748,4.976908165794177,2592.467920466326,275.7403960985248,4.7400397463085415,3.3699495895642246,-73.82235833375873,2.998966799080568
1691262419798189300,626.4071892089844,2613.2182979593053,1.2604995824284113,17.003973276428344,4.976911022504718,2591.8974819192663,274.33649834698997,4.739423729523159,3.3708158871142198,-73.82238724580301,3.103367457913776
1691262420798168600,627.4071684570313,2613.5767887420952,1.2506924502397396,17.92609426659818,4.976908117440975,2592.255972702056,270.26822644685956,4.7399429513069915,3.370085733500559,-73.8224124981756,2.942605174965385
1691262421797745000,628.4067448730468,2613.9748054230586,1.2429516644785037,18.14899282954383,4.9769056426211495,2592.6539893830195,268.3009231180775,4.739495669346423,3.3707147362295924,-73.82243909738432,2.9149191729840913
1691262422797630700,629.4066306152343,2613.9042893182486,1.2432340952928491,17.936948079108713,4.976907619235094,2592.5834732782096,271.2653521316736,4.738990641778621,3.371424732946517,-73.82246471771646,2.9338266020736223
1691262423797611000,630.4066110839843,2614.0353977968916,1.2371241060026024,18.894884485386736,4.976915889276689,2592.7145817568526,278.913549048157,4.73977586024332,3.3703207306491665,-73.82248854952884,2.834681809825078
1691262424797818600,631.4068186035156,2613.666178870015,1.249563487038005,18.507255674333972,4.976909413278244,2592.345362829976,267.4431074740131,4.7392298093870355,3.3710885254775134,-73.82251511011266,2.8427095515870513
1691262425796760800,632.4057607421875,2613.6955880336463,1.2410390791116188,17.739855170568724,4.97690528302419,2592.3747719936073,264.12392092090363,4.738742603163782,3.3717733574114055,-73.82254415074888,2.9928057015418
1691262426796741400,633.4057414550781,2613.6657886933535,1.2383516707567315,18.1758871731015,4.976901075115852,2592.3449726533145,262.9529801613103,4.738502743282103,3.3721104348311046,-73.82257025991962,2.935873911059325
1691262427797791000,634.406791015625,2613.806532751769,1.238268866736668,17.980009767694035,4.9769012815659,2592.4857167117298,266.7199794272235,4.738301022164885,3.3723938761864765,-73.82259647025498,2.9291107427965537
1691262428797217800,635.4062177734374,2613.7394204679877,1.2430180941784916,19.15549771354981,4.976900603527653,2592.4186044279486,268.2298518148161,4.738508819259517,3.3721018968276475,-73.82261945127108,2.740820024432485
1691262429797197800,636.4061977539062,2613.9796582143754,1.242931936209513,17.55191183829504,4.976898910876029,2592.6588421743363,268.72349683169415,4.739165414811727,3.371179052474257,-73.82264964945496,3.0024454900097117
1691262430797520100,637.4065200195313,2614.0866997018456,1.2400069482406568,16.994250398338032,4.976897925222448,2592.7658836618066,269.8909905266212,4.739249381325961,3.371061010185122,-73.82267827813175,3.095913481860671
1691262431796993800,638.4059938964843,2613.9583933334798,1.2450421117045323,16.267448163590686,4.976896586693069,2592.6375772934407,268.18965487143294,4.739150991632121,3.3711993283253254,-73.82270876023942,3.242047986339321
